status,status_order,impact,impact_order,workspace,plugin,support,name,version,ecosystem,dep_type,tree,risk,last_publish,deprecated,declared_in,notes
unmaintained,0,high,0,dynatrace-dql,dynatrace-backstage-plugin-dql,generally-available,@material-ui/lab,4.0.0-alpha.61,npm,dependencies,overlays,runtime-prod,2022-04-03,TRUE,workspaces/dynatrace-dql/metadata/dynatrace-backstage-plugin-dql.yaml,npm deprecated: Material UI v4 doesn't receive active development since September 2021. See the guide https://mui.com/material-ui/migration/migration-v4/ to upgrade to v5.
unmaintained,0,high,0,intelligent-assistant,rhdh-bsp-intelligent-assistant,generally-available,@material-ui/core,^4.9.13,npm,dependencies,overlays,runtime-prod,2022-04-03,TRUE,workspaces/intelligent-assistant/metadata/rhdh-bsp-intelligent-assistant.yaml,npm deprecated: Material UI v4 doesn't receive active development since September 2021. See the guide https://mui.com/material-ui/migration/migration-v4/ to upgrade to v5.
unmaintained,0,high,0,intelligent-assistant,rhdh-bsp-intelligent-assistant,generally-available,@mui/styles,5.18.0,npm,dependencies,overlays,runtime-prod,2025-03-17,TRUE,workspaces/intelligent-assistant/metadata/rhdh-bsp-intelligent-assistant.yaml,"npm deprecated: Deprecated, check the migration instruction in https://mui.com/material-ui/migration/migrating-from-jss/"
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator-form-widgets,generally-available,@mui/styles,5.18.0,npm,dependencies,overlays,runtime-prod,2025-03-17,TRUE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-form-widgets.yaml,"npm deprecated: Deprecated, check the migration instruction in https://mui.com/material-ui/migration/migrating-from-jss/"
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator-form-widgets,generally-available,@rjsf/material-ui,^5.21.2,npm,dependencies,overlays,runtime-prod,2025-08-22,TRUE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-form-widgets.yaml,npm deprecated: Package no longer supported. Contact Support at https://www.npmjs.com/support for more info.
unmaintained,0,high,0,rhdh-core,app-next,,@material-ui/core,4.12.4,npm,dependencies,root-workspace,runtime-prod,2022-04-03,TRUE,packages/app-next/package.json,npm deprecated: Material UI v4 doesn't receive active development since September 2021. See the guide https://mui.com/material-ui/migration/migration-v4/ to upgrade to v5.
unmaintained,0,high,0,rhdh-core,app-next,,@material-ui/lab,4.0.0-alpha.61,npm,dependencies,root-workspace,runtime-prod,2022-04-03,TRUE,packages/app-next/package.json,npm deprecated: Material UI v4 doesn't receive active development since September 2021. See the guide https://mui.com/material-ui/migration/migration-v4/ to upgrade to v5.
unmaintained,0,high,0,tech-radar,backstage-community-plugin-tech-radar,generally-available,@material-ui/core,^4.12.2,npm,dependencies,overlays,runtime-prod,2022-04-03,TRUE,workspaces/tech-radar/metadata/backstage-community-plugin-tech-radar.yaml,npm deprecated: Material UI v4 doesn't receive active development since September 2021. See the guide https://mui.com/material-ui/migration/migration-v4/ to upgrade to v5.
unmaintained,0,high,0,adoption-insights,rhdh-bsp-adoption-insights-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/adoption-insights/metadata/rhdh-bsp-adoption-insights-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-kubernetes-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/backstage/metadata/backstage-plugin-kubernetes-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-kubernetes-backend,generally-available,node-fetch,^2.7.0,npm,dependencies,overlays,runtime-prod,2023-07-25,FALSE,workspaces/backstage/metadata/backstage-plugin-kubernetes-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-notifications-backend,tech-preview,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-signals-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/backstage/metadata/backstage-plugin-signals-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-techdocs,generally-available,@material-ui/icons,^4.9.1,npm,dependencies,overlays,runtime-prod,2022-04-03,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-techdocs,generally-available,@microsoft/fetch-event-source,^2.0.1,npm,dependencies,overlays,runtime-prod,2021-04-25,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-techdocs,generally-available,react-helmet,6.1.0,npm,dependencies,overlays,runtime-prod,2020-06-08,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-techdocs-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs-backend.yaml,
unmaintained,0,high,0,backstage,backstage-plugin-techdocs-module-addons-contrib,generally-available,@material-ui/icons,^4.9.1,npm,dependencies,overlays,runtime-prod,2022-04-03,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs-module-addons-contrib.yaml,
unmaintained,0,high,0,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,just-kebab-case,4.2.0,npm,dependencies,overlays,runtime-prod,2022-12-17,FALSE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,
unmaintained,0,high,0,cost-management,cost-management,tech-preview,@material-ui/icons,^4.9.1,npm,dependencies,overlays,runtime-prod,2022-04-03,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,high,0,cost-management,cost-management-backend,tech-preview,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/cost-management/metadata/cost-management-backend.yaml,
unmaintained,0,high,0,cost-management,cost-management-backend,tech-preview,node-fetch,^2.6.7,npm,dependencies,overlays,runtime-prod,2023-07-25,FALSE,workspaces/cost-management/metadata/cost-management-backend.yaml,
unmaintained,0,high,0,dynatrace-dql,dynatrace-backstage-plugin-dql,generally-available,@material-ui/icons,^4.9.1,npm,dependencies,overlays,runtime-prod,2022-04-03,FALSE,workspaces/dynatrace-dql/metadata/dynatrace-backstage-plugin-dql.yaml,
unmaintained,0,high,0,dynatrace-dql,dynatrace-backstage-plugin-dql-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/dynatrace-dql/metadata/dynatrace-backstage-plugin-dql-backend.yaml,
unmaintained,0,high,0,dynatrace-dql,dynatrace-backstage-plugin-dql-backend,generally-available,node-fetch,^2.6.7,npm,dependencies,overlays,runtime-prod,2023-07-25,FALSE,workspaces/dynatrace-dql/metadata/dynatrace-backstage-plugin-dql-backend.yaml,
unmaintained,0,high,0,extensions,rhdh-bsp-ctlg-backend-mod-extensions,tech-preview,find-root,^1.1.0,npm,dependencies,overlays,runtime-prod,2017-06-29,FALSE,workspaces/extensions/metadata/rhdh-bsp-ctlg-backend-mod-extensions.yaml,
unmaintained,0,high,0,extensions,rhdh-bsp-extensions-backend,tech-preview,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/extensions/metadata/rhdh-bsp-extensions-backend.yaml,
unmaintained,0,high,0,homepage,red-hat-developer-hub-backstage-plugin-homepage-backend,tech-preview,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/homepage/metadata/red-hat-developer-hub-backstage-plugin-homepage-backend.yaml,
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator,generally-available,json-schema,^0.4.0,npm,dependencies,overlays,runtime-prod,2021-11-09,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator.yaml,
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator-backend,generally-available,express-promise-router,^4.1.1,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-backend.yaml,
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator-backend,generally-available,kafkajs,^2.2.4,npm,dependencies,overlays,runtime-prod,2023-02-27,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-backend.yaml,
unmaintained,0,high,0,orchestrator,rhdh-bsp-orchestrator-form-widgets,generally-available,json-schema,^0.4.0,npm,dependencies,overlays,runtime-prod,2021-11-09,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-form-widgets.yaml,
unmaintained,0,high,0,pingidentity,backstage-community-plugin-catalog-backend-module-pingidentity,tech-preview,node-fetch,^2.6.7,npm,dependencies,overlays,runtime-prod,2023-07-25,FALSE,workspaces/pingidentity/metadata/backstage-community-plugin-catalog-backend-module-pingidentity.yaml,
unmaintained,0,high,0,rbac,backstage-community-plugin-rbac,generally-available,autosuggest-highlight,^3.3.4,npm,dependencies,overlays,runtime-prod,2022-07-24,FALSE,workspaces/rbac/metadata/backstage-community-plugin-rbac.yaml,
unmaintained,0,high,0,rhdh-core,app-next,,@material-ui/icons,4.11.3,npm,dependencies,root-workspace,runtime-prod,2022-04-03,FALSE,packages/app-next/package.json,
unmaintained,0,high,0,rhdh-core,app-next,,history,5.3.0,npm,dependencies,root-workspace,runtime-prod,2022-02-22,FALSE,packages/app-next/package.json,
unmaintained,0,high,0,rhdh-core,app-next,,zen-observable,0.10.0,npm,dependencies,root-workspace,runtime-prod,2022-11-28,FALSE,packages/app-next/package.json,
unmaintained,0,high,0,rhdh-core,dynamic-plugins-info-backend,,node-fetch,2.7.0,npm,dependencies,root-workspace,runtime-prod,2023-07-25,FALSE,plugins/dynamic-plugins-info-backend/package.json,
unmaintained,0,high,0,rhdh-core,licensed-users-info-backend,,express-promise-router,4.1.1,npm,dependencies,root-workspace,runtime-prod,2021-11-30,FALSE,plugins/licensed-users-info-backend/package.json,
unmaintained,0,high,0,rhdh-core,licensed-users-info-backend,,node-fetch,2.7.0,npm,dependencies,root-workspace,runtime-prod,2023-07-25,FALSE,plugins/licensed-users-info-backend/package.json,
unmaintained,0,high,0,rhdh-core,scalprum-backend,,node-fetch,2.7.0,npm,dependencies,root-workspace,runtime-prod,2023-07-25,FALSE,plugins/scalprum-backend/package.json,
unmaintained,0,high,0,tech-radar,backstage-community-plugin-tech-radar,generally-available,@material-ui/icons,^4.9.1,npm,dependencies,overlays,runtime-prod,2022-04-03,FALSE,workspaces/tech-radar/metadata/backstage-community-plugin-tech-radar.yaml,
unmaintained,0,high,0,tech-radar,backstage-community-plugin-tech-radar,generally-available,d3-force,^3.0.0,npm,dependencies,overlays,runtime-prod,2021-06-05,FALSE,workspaces/tech-radar/metadata/backstage-community-plugin-tech-radar.yaml,
unmaintained,0,high,0,tech-radar,backstage-community-plugin-tech-radar-backend,generally-available,express-promise-router,^4.1.0,npm,dependencies,overlays,runtime-prod,2021-11-30,FALSE,workspaces/tech-radar/metadata/backstage-community-plugin-tech-radar-backend.yaml,
unmaintained,0,high,0,tech-radar,backstage-community-plugin-tech-radar-backend,generally-available,node-fetch,^2.6.7,npm,dependencies,overlays,runtime-prod,2023-07-25,FALSE,workspaces/tech-radar/metadata/backstage-community-plugin-tech-radar-backend.yaml,
unmaintained,0,medium,1,adoption-insights,rhdh-bsp-adoption-insights,generally-available,date-fns-tz,^2.0.1,npm,dependencies,overlays,runtime-prod,2024-09-30,FALSE,workspaces/adoption-insights/metadata/rhdh-bsp-adoption-insights.yaml,
unmaintained,0,medium,1,backstage,backstage-plugin-kubernetes-backend,generally-available,@aws-crypto/sha256-js,^5.0.0,npm,dependencies,overlays,runtime-prod,2023-10-16,FALSE,workspaces/backstage/metadata/backstage-plugin-kubernetes-backend.yaml,
unmaintained,0,medium,1,backstage,backstage-plugin-notifications,tech-preview,notistack,^3.0.1,npm,dependencies,overlays,runtime-prod,2025-01-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
unmaintained,0,medium,1,backstage,backstage-plugin-notifications,tech-preview,react-relative-time,^0.0.9,npm,dependencies,overlays,runtime-prod,2023-09-02,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
unmaintained,0,medium,1,backstage,backstage-plugin-techdocs-module-addons-contrib,generally-available,photoswipe,^5.3.7,npm,dependencies,overlays,runtime-prod,2024-05-24,FALSE,workspaces/backstage/metadata/backstage-plugin-techdocs-module-addons-contrib.yaml,
unmaintained,0,medium,1,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,ajv-formats,^3.0.1,npm,dependencies,overlays,runtime-prod,2024-03-30,FALSE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-area,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-bar,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-box-plot,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-chart,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-core,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-create-container,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-cursor-container,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-group,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-legend,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-line,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-pie,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-scatter,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-stack,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-tooltip,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,cost-management,cost-management,tech-preview,victory-voronoi-container,^37.3.4,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/cost-management/metadata/cost-management.yaml,
unmaintained,0,medium,1,extensions,rhdh-bsp-extensions,tech-preview,@monaco-editor/react,^4.7.0,npm,dependencies,overlays,runtime-prod,2025-02-13,FALSE,workspaces/extensions/metadata/rhdh-bsp-extensions.yaml,
unmaintained,0,medium,1,intelligent-assistant,rhdh-bsp-intelligent-assistant,generally-available,@monaco-editor/react,^4.7.0,npm,dependencies,overlays,runtime-prod,2025-02-13,FALSE,workspaces/intelligent-assistant/metadata/rhdh-bsp-intelligent-assistant.yaml,
unmaintained,0,medium,1,orchestrator,rhdh-bsp-orchestrator,generally-available,reactflow,^11.11.4,npm,dependencies,overlays,runtime-prod,2024-06-20,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator.yaml,
unmaintained,0,medium,1,orchestrator,rhdh-bsp-orchestrator-backend,generally-available,ajv-formats,^2.1.1,npm,dependencies,overlays,runtime-prod,2024-03-30,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-backend.yaml,
unmaintained,0,medium,1,orchestrator,rhdh-bsp-orchestrator-form-widgets,generally-available,clsx,^2.1.1,npm,dependencies,overlays,runtime-prod,2024-04-23,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator-form-widgets.yaml,
unmaintained,0,medium,1,rhdh-core,app,,@emotion/react,11.14.0,npm,dependencies,root-workspace,runtime-prod,2024-12-09,FALSE,packages/app/package.json,
unmaintained,0,medium,1,roadie-backstage-plugins,roadiehq-scaffolder-backend-module-http-request,generally-available,cross-fetch,^4.0.0,npm,dependencies,overlays,runtime-prod,2024-12-21,FALSE,workspaces/roadie-backstage-plugins/metadata/roadiehq-scaffolder-backend-module-http-request.yaml,
unmaintained,0,medium,1,topology,backstage-community-plugin-topology,generally-available,classnames,2.x,npm,dependencies,overlays,runtime-prod,2023-12-29,FALSE,workspaces/topology/metadata/backstage-community-plugin-topology.yaml,
unmaintained,0,medium,1,topology,backstage-community-plugin-topology,generally-available,victory,^37.3.6,npm,dependencies,overlays,runtime-prod,2025-01-14,FALSE,workspaces/topology/metadata/backstage-community-plugin-topology.yaml,
unmaintained,0,low,2,backstage,backstage-plugin-kubernetes-backend,generally-available,@types/http-proxy-middleware,^1.0.0,npm,dependencies,overlays,test-only,2021-03-08,TRUE,workspaces/backstage/metadata/backstage-plugin-kubernetes-backend.yaml,"npm deprecated: This is a stub types definition. http-proxy-middleware provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@types/libsodium-wrappers,^0.8.0,npm,devDependencies,overlays,test-only,2026-01-24,TRUE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,"npm deprecated: This is a stub types definition. libsodium-wrappers provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,backstage,backstage-plugin-techdocs,generally-available,@types/dompurify,^3.0.0,npm,devDependencies,overlays,test-only,2024-11-19,TRUE,workspaces/backstage/metadata/backstage-plugin-techdocs.yaml,"npm deprecated: This is a stub types definition. dompurify provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,@types/git-url-parse,^9.0.0,npm,devDependencies,overlays,test-only,2025-04-14,TRUE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,"npm deprecated: This is a stub types definition. git-url-parse provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,@types/knex,^0.16.1,npm,devDependencies,overlays,test-only,2019-03-19,TRUE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,"npm deprecated: This is a stub types definition. knex provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,extensions,rhdh-bsp-ctlg-backend-mod-extensions,tech-preview,@types/glob,^8.1.0,npm,devDependencies,overlays,test-only,2025-07-01,TRUE,workspaces/extensions/metadata/rhdh-bsp-ctlg-backend-mod-extensions.yaml,"npm deprecated: This is a stub types definition. glob provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,homepage,red-hat-developer-hub-backstage-plugin-homepage,generally-available,@types/react-grid-layout,1.3.6,npm,devDependencies,overlays,test-only,2026-01-09,TRUE,workspaces/homepage/metadata/red-hat-developer-hub-backstage-plugin-homepage.yaml,"npm deprecated: This is a stub types definition. react-grid-layout provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,orchestrator,rhdh-bsp-orchestrator,generally-available,@types/uuid,^9.0.0,npm,devDependencies,overlays,test-only,2025-09-16,TRUE,workspaces/orchestrator/metadata/rhdh-bsp-orchestrator.yaml,"npm deprecated: This is a stub types definition. uuid provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,rhdh-core,app,,@janus-idp/cli,patch:@janus-idp/cli@npm%3A3.7.0#~/.yarn/patches/@janus-idp-cli-npm-3.7.0-f225cddfdb.patch,npm,devDependencies,root-workspace,build,2026-01-20,TRUE,packages/app/package.json,npm deprecated: This package is deprecated and will no longer receive updates. Please migrate to @red-hat-developer-hub/cli. See https://github.com/redhat-developer/rhdh-cli for more information.
unmaintained,0,low,2,topology,backstage-community-plugin-topology,generally-available,@types/git-url-parse,9.0.3,npm,devDependencies,overlays,test-only,2025-04-14,TRUE,workspaces/topology/metadata/backstage-community-plugin-topology.yaml,"npm deprecated: This is a stub types definition. git-url-parse provides its own type definitions, so you do not need this installed."
unmaintained,0,low,2,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import,tech-preview,@spotify/prettier-config,^15.0.0,npm,devDependencies,overlays,build,2023-05-18,FALSE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import.yaml,
unmaintained,0,low,2,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,@spotify/prettier-config,^15.0.0,npm,devDependencies,overlays,build,2023-05-18,FALSE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,
unmaintained,0,low,2,bulk-import,red-hat-developer-hub-backstage-plugin-bulk-import-backend,tech-preview,js-yaml-cli,0.6.0,npm,devDependencies,overlays,build,2014-01-07,FALSE,workspaces/bulk-import/metadata/red-hat-developer-hub-backstage-plugin-bulk-import-backend.yaml,
unmaintained,0,low,2,intelligent-assistant,rhdh-bsp-intelligent-assistant,generally-available,@spotify/prettier-config,^15.0.0,npm,devDependencies,overlays,build,2023-05-18,FALSE,workspaces/intelligent-assistant/metadata/rhdh-bsp-intelligent-assistant.yaml,
unmaintained,0,low,2,intelligent-assistant,rhdh-bsp-intelligent-assistant-backend,generally-available,@spotify/prettier-config,^15.0.0,npm,devDependencies,overlays,build,2023-05-18,FALSE,workspaces/intelligent-assistant/metadata/rhdh-bsp-intelligent-assistant-backend.yaml,
unmaintained,0,low,2,keycloak,backstage-community-plugin-catalog-backend-module-keycloak,generally-available,deepmerge,4.3.1,npm,devDependencies,overlays,build,2023-03-16,FALSE,workspaces/keycloak/metadata/backstage-community-plugin-catalog-backend-module-keycloak.yaml,
unmaintained,0,low,2,orchestrator,rhdh-bsp-scaffolder-backend-mod-orchestrator,generally-available,@spotify/prettier-config,^15.0.0,npm,devDependencies,overlays,build,2023-05-18,FALSE,workspaces/orchestrator/metadata/rhdh-bsp-scaffolder-backend-mod-orchestrator.yaml,
unmaintained,0,low,2,rbac,backstage-community-plugin-rbac,generally-available,@testing-library/react-hooks,8.0.1,npm,devDependencies,overlays,test-only,2022-06-18,FALSE,workspaces/rbac/metadata/backstage-community-plugin-rbac.yaml,
unmaintained,0,low,2,rhdh-core,app,,@testing-library/react-hooks,8.0.1,npm,devDependencies,root-workspace,test-only,2022-06-18,FALSE,packages/app/package.json,
unmaintained,0,low,2,rhdh-core,plugin-utils,,@testing-library/react-hooks,8.0.1,npm,devDependencies,root-workspace,test-only,2022-06-18,FALSE,packages/plugin-utils/package.json,
unmaintained,0,low,2,analytics,backstage-community-plugin-analytics-provider-segment,generally-available,cross-fetch,4.1.0,npm,devDependencies,overlays,build,2024-12-21,FALSE,workspaces/analytics/metadata/backstage-community-plugin-analytics-provider-segment.yaml,
unmaintained,0,low,2,app-defaults,red-hat-developer-hub-backstage-plugin-app-auth,tech-preview,cross-fetch,^4.0.0,npm,devDependencies,overlays,build,2024-12-21,FALSE,workspaces/app-defaults/metadata/red-hat-developer-hub-backstage-plugin-app-auth.yaml,
